"rid";"_categories_rid";"_parent_rid";"level"
11548;289;106;1
11549;289;219;2
11550;290;106;1
11551;290;219;2
11552;291;106;1
11553;291;219;2
11554;292;106;1
11555;292;219;2
11556;293;106;1
11557;293;219;2
11558;294;106;1
11559;294;219;2
11560;295;106;1
11561;295;219;2
11562;296;106;1
11563;296;219;2
11564;297;106;1
11565;297;219;2
11566;298;106;1
11567;298;219;2
11568;299;106;1
11569;299;219;2
11570;300;106;1
11571;300;219;2
11572;301;106;1
11573;301;219;2
11574;302;106;1
11575;302;219;2
11576;303;106;1
11577;303;219;2
11578;304;106;1
11579;304;219;2
11580;305;106;1
11581;305;220;2
11582;306;106;1
11583;306;220;2
11584;307;106;1
11585;307;220;2
11586;308;106;1
11587;308;220;2
11588;309;106;1
11589;309;220;2
11590;310;106;1
11591;310;220;2
11592;311;106;1
11593;311;220;2
11594;312;106;1
11595;312;220;2
11596;313;106;1
11597;313;220;2
11598;314;106;1
11599;314;220;2
11600;315;106;1
11601;315;220;2
11602;316;100;1
11603;317;100;1
11604;318;100;1
11605;319;100;1
11606;320;100;1
11607;321;100;1
11608;322;100;1
11609;323;100;1
11610;324;100;1
11611;325;100;1
11612;326;100;1
11613;327;100;1
11614;328;100;1
11615;329;100;1
11616;330;100;1
11617;330;316;2
11618;331;100;1
11619;331;316;2
11620;332;100;1
11621;332;316;2
11622;333;100;1
11623;333;316;2
11624;334;100;1
11625;334;316;2
11626;335;100;1
11627;335;316;2
11628;336;100;1
11629;336;316;2
11630;337;100;1
11631;337;316;2
11632;338;100;1
11633;338;316;2
11634;339;100;1
11635;339;316;2
11636;340;100;1
11637;340;324;2
11638;341;100;1
11639;341;324;2
11640;342;100;1
11641;342;324;2
11642;343;100;1
11643;343;324;2
11644;344;100;1
11645;344;324;2
11646;345;100;1
11647;345;320;2
11648;346;100;1
11649;346;320;2
11650;347;100;1
11651;347;320;2
11652;348;100;1
11653;348;320;2
11654;349;100;1
11655;349;320;2
11656;350;100;1
11657;350;320;2
11658;351;100;1
11659;351;320;2
11660;352;100;1
11661;352;320;2
11662;353;100;1
11663;353;320;2
11664;354;100;1
11665;354;320;2
11666;355;100;1
11667;355;320;2
11668;356;100;1
11669;356;320;2
11670;357;100;1
11671;357;320;2
11672;358;100;1
11673;358;320;2
11674;359;100;1
11675;359;320;2
11676;360;100;1
11677;360;320;2
11678;361;100;1
11679;361;320;2
11680;362;100;1
11681;362;320;2
11682;362;351;3
11683;363;100;1
11684;363;320;2
11685;363;351;3
11686;364;100;1
11687;364;320;2
11688;364;351;3
11689;365;100;1
11690;365;320;2
11691;365;351;3
11692;366;100;1
11693;366;320;2
11694;366;351;3
11695;367;100;1
11696;367;320;2
11697;367;351;3
11698;368;100;1
11699;368;320;2
11700;368;351;3
11701;369;100;1
11702;369;320;2
11703;369;351;3
11704;370;100;1
11705;370;323;2
11706;371;100;1
11707;371;323;2
11708;372;100;1
11709;372;323;2
11710;373;100;1
11711;373;323;2
11712;374;100;1
11713;374;323;2
11714;375;100;1
11715;375;323;2
11716;376;100;1
11717;376;323;2
11718;377;100;1
11719;377;323;2
11720;378;104;1
11721;379;104;1
11722;380;104;1
11723;381;104;1
11724;382;104;1
11725;384;104;1
11726;384;378;2
11727;386;104;1
11728;386;378;2
11729;388;104;1
11730;388;378;2
11731;389;104;1
11732;389;378;2
11733;392;104;1
11734;392;378;2
11735;393;104;1
11736;393;378;2
11737;394;104;1
11738;394;378;2
11739;395;104;1
11740;395;378;2
11741;397;104;1
11742;397;378;2
11743;397;384;3
11744;398;104;1
11745;398;378;2
11746;398;384;3
11747;399;104;1
11748;399;378;2
11749;399;384;3
11750;400;104;1
11751;400;378;2
11752;400;384;3
11753;401;104;1
11754;401;378;2
11755;401;384;3
11756;402;104;1
11757;402;378;2
11758;402;384;3
11759;403;104;1
11760;403;378;2
11761;403;384;3
11762;404;104;1
11763;404;378;2
11764;404;384;3
11765;405;104;1
11766;405;378;2
11767;405;384;3
11768;406;104;1
11769;406;378;2
11770;406;386;3
11771;407;104;1
11772;407;378;2
11773;407;386;3
11774;408;104;1
11775;408;378;2
11776;408;393;3
11777;409;104;1
11778;409;378;2
11779;409;393;3
11780;410;104;1
11781;410;378;2
11782;410;393;3
11783;411;104;1
11784;411;378;2
11785;411;393;3
11786;412;104;1
11787;412;378;2
11788;412;393;3
11789;413;104;1
11790;413;378;2
11791;413;393;3
11792;414;104;1
11793;414;378;2
11794;414;393;3
11795;415;104;1
11796;415;380;2
11797;416;104;1
11798;416;380;2
11799;417;104;1
11800;417;380;2
11801;418;104;1
11802;418;380;2
11803;419;104;1
11804;419;380;2
11805;420;104;1
11806;420;380;2
11807;422;104;1
11808;422;382;2
11809;423;104;1
11810;423;382;2
11811;424;104;1
11812;424;382;2
11813;425;104;1
11814;425;382;2
11815;426;104;1
11816;426;382;2
11817;427;104;1
11818;427;382;2
11819;428;104;1
11820;428;382;2
11821;429;104;1
11822;429;382;2
11823;430;104;1
11824;430;382;2
11825;431;104;1
11826;431;382;2
11827;432;104;1
11828;432;382;2
11829;433;104;1
11830;433;382;2
11831;434;104;1
11832;434;382;2
11833;435;114;1
11834;436;114;1
11835;437;114;1
11836;438;114;1
11837;439;114;1
11838;440;114;1
11839;441;114;1
11840;442;114;1
11841;443;114;1
11842;444;114;1
11843;445;114;1
11844;446;114;1
11845;447;114;1
11846;448;114;1
11847;449;114;1
11848;450;114;1
11849;451;114;1
11850;452;114;1
11851;453;114;1
11852;454;114;1
11853;455;114;1
11854;456;114;1
11855;457;114;1
11856;458;114;1
11857;458;435;2
11858;459;114;1
11859;459;435;2
11860;460;114;1
11861;460;435;2
11862;461;114;1
11863;461;435;2
11864;462;114;1
11865;462;435;2
11866;463;114;1
11867;463;435;2
11868;464;114;1
11869;464;435;2
11870;465;114;1
11871;465;435;2
11872;466;114;1
11873;466;435;2
11874;467;114;1
11875;467;435;2
11876;468;114;1
11877;468;435;2
11878;469;114;1
11879;469;435;2
11880;470;114;1
11881;470;435;2
11882;471;114;1
11883;471;435;2
11884;472;114;1
11885;472;435;2
11886;473;114;1
11887;473;435;2
11888;474;114;1
11889;474;437;2
11890;475;114;1
11891;475;437;2
11892;476;114;1
11893;476;437;2
11894;477;114;1
11895;477;437;2
11896;478;114;1
11897;478;437;2
11898;479;114;1
11899;479;437;2
11900;480;114;1
11901;480;438;2
11902;481;114;1
11903;481;438;2
11904;482;114;1
11905;482;440;2
11906;483;114;1
11907;483;440;2
11908;484;114;1
11909;484;440;2
11910;485;114;1
11911;485;442;2
11912;486;114;1
11913;486;442;2
11914;487;114;1
11915;487;443;2
11916;488;114;1
11917;488;443;2
11918;489;114;1
11919;489;443;2
11920;490;114;1
11921;490;443;2
11922;491;114;1
11923;491;443;2
11924;492;114;1
11925;492;443;2
11926;493;114;1
11927;493;443;2
11928;494;114;1
11929;494;443;2
11930;495;114;1
11931;495;445;2
11932;496;114;1
11933;496;445;2
11934;497;114;1
11935;497;445;2
11936;498;114;1
11937;498;445;2
11938;499;114;1
11939;499;445;2
11940;500;114;1
11941;500;445;2
11942;501;114;1
11943;501;445;2
11944;502;114;1
11945;502;445;2
11946;503;114;1
11947;503;445;2
11948;504;114;1
11949;504;445;2
11950;505;114;1
11951;505;445;2
11952;506;114;1
11953;506;445;2
11954;506;495;3
11955;507;114;1
11956;507;445;2
11957;507;496;3
11958;508;114;1
11959;508;445;2
11960;508;496;3
11961;509;114;1
11962;509;447;2
11963;510;114;1
11964;510;447;2
11965;511;114;1
11966;511;447;2
11967;512;114;1
11968;512;447;2
11969;513;114;1
11970;513;447;2
11971;514;114;1
11972;514;447;2
11973;515;114;1
11974;515;448;2
11975;516;114;1
11976;516;448;2
11977;517;114;1
11978;517;449;2
11979;518;114;1
11980;518;449;2
11981;519;114;1
11982;519;450;2
11983;520;114;1
11984;520;450;2
11985;521;114;1
11986;521;450;2
11987;522;114;1
11988;522;450;2
11989;523;114;1
11990;523;450;2
11991;524;114;1
11992;524;450;2
11993;525;114;1
11994;525;450;2
11995;526;114;1
11996;526;450;2
11997;527;114;1
11998;527;450;2
11999;528;114;1
12000;528;450;2
12001;529;114;1
12002;529;450;2
12003;530;114;1
12004;530;450;2
12005;531;114;1
12006;531;450;2
12007;532;114;1
12008;532;451;2
12009;533;114;1
12010;533;451;2
12011;534;114;1
12012;534;451;2
12013;535;114;1
12014;535;451;2
12015;536;114;1
12016;536;451;2
12017;537;114;1
12018;537;451;2
12019;538;114;1
12020;538;451;2
12021;539;114;1
12022;539;451;2
12023;540;114;1
12024;540;451;2
12025;541;114;1
12026;541;451;2
12027;542;114;1
12028;542;451;2
12029;543;114;1
12030;543;452;2
12031;544;114;1
12032;544;452;2
12033;545;114;1
12034;545;452;2
12035;546;114;1
12036;546;452;2
12037;547;114;1
12038;547;452;2
12039;548;114;1
12040;548;453;2
12041;549;114;1
12042;549;454;2
12043;550;114;1
12044;550;454;2
12045;551;114;1
12046;551;455;2
12047;552;114;1
12048;552;455;2
12049;553;114;1
12050;553;456;2
12051;554;114;1
12052;554;456;2
12053;555;114;1
12054;555;456;2
12055;556;114;1
12056;556;456;2
12057;557;114;1
12058;557;456;2
12059;558;114;1
12060;558;456;2
12061;559;114;1
12062;559;456;2
12063;560;114;1
12064;560;457;2
12065;561;101;1
12066;562;101;1
12067;563;101;1
12068;564;101;1
12069;565;101;1
12070;566;101;1
12071;567;101;1
12072;568;101;1
12073;569;101;1
12074;570;101;1
12075;571;101;1
12076;572;101;1
12077;573;101;1
12078;573;567;2
12079;574;101;1
12080;574;567;2
12081;575;101;1
12082;575;567;2
12083;576;101;1
12084;576;567;2
12085;577;101;1
12086;577;567;2
12087;578;101;1
12088;578;567;2
12089;579;101;1
12090;579;567;2
12091;580;101;1
12092;580;567;2
12093;581;101;1
12094;581;567;2
12095;582;101;1
12096;582;567;2
12097;583;101;1
12098;583;570;2
12099;584;101;1
12100;584;570;2
12101;585;99;1
12102;586;99;1
12103;587;99;1
12104;588;99;1
12105;589;99;1
12106;589;585;2
12107;590;99;1
12108;590;585;2
12109;591;99;1
12110;591;585;2
12111;592;99;1
12112;592;585;2
12113;593;99;1
12114;593;585;2
12115;594;99;1
12116;594;585;2
12117;595;99;1
12118;595;585;2
12119;596;99;1
12120;596;585;2
12121;597;99;1
12122;597;585;2
12123;598;99;1
12124;598;585;2
12125;599;99;1
12126;599;585;2
12127;600;99;1
12128;600;585;2
12129;600;592;3
12130;601;99;1
12131;601;585;2
12132;601;592;3
12133;602;99;1
12134;602;585;2
12135;602;592;3
12136;603;99;1
12137;603;585;2
12138;603;592;3
12139;604;99;1
12140;604;585;2
12141;604;592;3
12142;605;99;1
12143;605;586;2
12144;606;99;1
12145;606;586;2
12146;607;99;1
12147;607;586;2
12148;608;99;1
12149;608;586;2
12150;609;99;1
12151;609;586;2
12152;610;99;1
12153;610;586;2
12154;611;99;1
12155;611;586;2
12156;612;99;1
12157;612;586;2
12158;613;99;1
12159;613;586;2
12160;614;99;1
12161;614;586;2
12162;615;99;1
12163;615;586;2
12164;616;99;1
12165;616;586;2
12166;617;99;1
12167;617;586;2
12168;618;99;1
12169;618;586;2
12170;619;99;1
12171;619;586;2
12172;620;99;1
12173;620;586;2
12174;621;99;1
12175;621;586;2
12176;622;99;1
12177;622;586;2
12178;623;99;1
12179;623;586;2
12180;624;99;1
12181;624;586;2
12182;625;99;1
12183;625;586;2
12184;626;99;1
12185;626;586;2
12186;627;99;1
12187;627;586;2
12188;628;99;1
12189;628;586;2
12190;629;99;1
12191;629;586;2
12192;630;99;1
12193;630;586;2
12194;631;99;1
12195;631;586;2
12196;632;99;1
12197;632;586;2
12198;633;99;1
12199;633;586;2
12200;634;99;1
12201;634;587;2
12202;635;99;1
12203;635;587;2
12204;636;99;1
12205;636;587;2
12206;637;99;1
12207;637;587;2
12208;638;99;1
12209;638;587;2
12210;639;99;1
12211;639;587;2
12212;640;99;1
12213;640;587;2
12214;641;99;1
12215;641;587;2
12216;642;99;1
12217;642;587;2
12218;643;99;1
12219;643;587;2
12220;644;99;1
12221;644;587;2
12222;645;99;1
12223;645;588;2
12224;646;99;1
12225;646;588;2
12226;647;99;1
12227;647;588;2
12228;648;99;1
12229;648;588;2
12230;649;99;1
12231;649;588;2
12232;650;99;1
12233;650;588;2
12234;651;99;1
12235;651;588;2
12236;652;110;1
12237;653;110;1
12238;654;110;1
12239;655;110;1
12240;656;110;1
12241;657;110;1
12242;658;110;1
12243;659;110;1
12244;659;652;2
12245;660;110;1
12246;660;652;2
12247;661;110;1
12248;661;652;2
12249;662;110;1
12250;662;652;2
12251;663;110;1
12252;663;652;2
12253;664;110;1
12254;664;652;2
12255;665;110;1
12256;665;652;2
12257;666;110;1
12258;666;652;2
12259;667;110;1
12260;667;652;2
12261;668;110;1
12262;668;652;2
12263;669;110;1
12264;669;652;2
12265;670;110;1
12266;670;655;2
12267;671;110;1
12268;671;655;2
12269;672;110;1
12270;672;655;2
12271;673;110;1
12272;673;655;2
12273;674;110;1
12274;674;655;2
12275;675;110;1
12276;675;655;2
12277;676;110;1
12278;676;655;2
12279;677;110;1
12280;677;655;2
12281;678;110;1
12282;678;655;2
12283;679;110;1
12284;679;655;2
12285;680;110;1
12286;680;655;2
12287;681;110;1
12288;681;655;2
12289;682;110;1
12290;682;655;2
12291;683;110;1
12292;683;655;2
12293;684;110;1
12294;684;655;2
12295;685;110;1
12296;685;655;2
12297;686;110;1
12298;686;655;2
12299;687;110;1
12300;687;655;2
12301;688;110;1
12302;688;655;2
12303;689;110;1
12304;689;655;2
12305;690;110;1
12306;690;655;2
12307;691;110;1
12308;691;656;2
12309;692;110;1
12310;692;656;2
12311;693;110;1
12312;693;656;2
12313;694;110;1
12314;694;656;2
12315;695;110;1
12316;695;656;2
12317;696;110;1
12318;696;656;2
12319;697;110;1
12320;697;653;2
12321;698;110;1
12322;698;653;2
12323;699;110;1
12324;699;653;2
12325;700;110;1
12326;700;653;2
12327;701;110;1
12328;701;653;2
12329;702;110;1
12330;702;653;2
12331;702;697;3
12332;703;110;1
12333;703;653;2
12334;703;697;3
12335;704;110;1
12336;704;653;2
12337;704;697;3
12338;705;110;1
12339;705;657;2
12340;706;110;1
12341;706;658;2
12342;707;110;1
12343;707;658;2
12344;708;113;1
12345;709;113;1
12346;710;113;1
12347;711;113;1
12348;712;113;1
12349;713;113;1
12350;714;113;1
12351;715;113;1
12352;716;113;1
12353;717;113;1
12354;718;113;1
12355;719;113;1
12356;720;113;1
12357;721;113;1
12358;722;113;1
12359;723;113;1
12360;724;113;1
12361;725;113;1
12362;726;113;1
12363;727;113;1
12364;728;113;1
12365;729;113;1
12366;730;113;1
12367;731;113;1
12368;732;113;1
12369;733;113;1
12370;734;113;1
12371;735;113;1
12372;736;113;1
12373;737;113;1
12374;738;113;1
12375;739;113;1
12376;740;113;1
12377;741;113;1
12378;742;113;1
12379;743;113;1
12380;744;113;1
12381;745;113;1
12382;746;113;1
12383;746;708;2
12384;747;113;1
12385;747;708;2
12386;748;113;1
12387;748;711;2
12388;749;113;1
12389;749;711;2
12390;750;113;1
12391;750;711;2
12392;751;113;1
12393;751;711;2
12394;751;749;3
12395;752;113;1
12396;752;712;2
12397;753;113;1
12398;753;712;2
12399;754;113;1
12400;754;712;2
12401;755;113;1
12402;755;717;2
12403;756;113;1
12404;756;717;2
12405;757;113;1
12406;757;717;2
12407;758;113;1
12408;758;717;2
12409;759;113;1
12410;759;718;2
12411;760;113;1
12412;760;718;2
12413;761;113;1
12414;761;719;2
12415;762;113;1
12416;762;719;2
12417;763;113;1
12418;763;719;2
12419;764;113;1
12420;764;719;2
12421;764;761;3
12422;765;113;1
12423;765;719;2
12424;765;761;3
12425;766;113;1
12426;766;719;2
12427;766;761;3
12428;767;113;1
12429;767;719;2
12430;767;761;3
12431;768;113;1
12432;768;722;2
12433;769;113;1
12434;769;722;2
12435;770;113;1
12436;770;722;2
12437;771;113;1
12438;771;722;2
12439;772;113;1
12440;772;722;2
12441;773;113;1
12442;773;722;2
12443;774;113;1
12444;774;727;2
12445;775;113;1
12446;775;727;2
12447;776;113;1
12448;776;709;2
12449;777;113;1
12450;777;709;2
12451;778;113;1
12452;778;729;2
12453;779;113;1
12454;779;729;2
12455;780;113;1
12456;780;729;2
12457;781;113;1
12458;781;729;2
12459;782;113;1
12460;782;730;2
12461;783;113;1
12462;783;730;2
12463;784;113;1
12464;784;730;2
12465;785;113;1
12466;785;730;2
12467;786;113;1
12468;786;730;2
12469;787;113;1
12470;787;730;2
12471;788;113;1
12472;788;730;2
12473;789;113;1
12474;789;730;2
12475;790;113;1
12476;790;730;2
12477;791;113;1
12478;791;731;2
12479;792;113;1
12480;792;732;2
12481;793;113;1
12482;793;732;2
12483;794;113;1
12484;794;732;2
12485;795;113;1
12486;795;732;2
12487;796;113;1
12488;796;732;2
12489;797;113;1
12490;797;732;2
12491;798;113;1
12492;798;733;2
12493;799;113;1
12494;799;733;2
12495;800;113;1
12496;800;736;2
12497;801;113;1
12498;801;736;2
12499;802;113;1
12500;802;736;2
12501;803;113;1
12502;803;737;2
12503;804;113;1
12504;804;738;2
12505;805;113;1
12506;805;738;2
12507;806;113;1
12508;806;738;2
12509;807;113;1
12510;807;738;2
12511;808;113;1
12512;808;741;2
12513;809;113;1
12514;809;741;2
12515;810;113;1
12516;810;741;2
12517;811;113;1
12518;811;741;2
12519;812;113;1
12520;812;741;2
12521;813;113;1
12522;813;741;2
12523;814;113;1
12524;814;741;2
12525;815;113;1
12526;815;742;2
12527;816;113;1
12528;816;742;2
12529;817;113;1
12530;817;742;2
12531;818;113;1
12532;818;742;2
12533;819;113;1
12534;819;742;2
12535;820;113;1
12536;820;745;2
12537;821;103;1
12538;822;103;1
12539;823;103;1
12540;824;103;1
12541;825;103;1
12542;826;103;1
12543;827;103;1
12544;828;103;1
12545;829;103;1
12546;830;103;1
12547;831;103;1
12548;832;103;1
12549;833;103;1
12550;834;103;1
12551;835;103;1
12552;835;821;2
12553;836;103;1
12554;836;821;2
12555;837;103;1
12556;837;821;2
12557;838;103;1
12558;838;821;2
12559;839;103;1
12560;839;821;2
12561;840;103;1
12562;840;821;2
12563;841;103;1
12564;841;821;2
12565;842;103;1
12566;842;821;2
12567;843;103;1
12568;843;821;2
12569;844;103;1
12570;844;821;2
12571;845;103;1
12572;845;821;2
12573;846;103;1
12574;846;821;2
12575;847;103;1
12576;847;825;2
12577;848;103;1
12578;848;825;2
12579;849;103;1
12580;849;825;2
12581;850;103;1
12582;850;825;2
12583;851;103;1
12584;851;825;2
12585;852;103;1
12586;852;825;2
12587;853;103;1
12588;853;827;2
12589;854;103;1
12590;854;827;2
12591;855;103;1
12592;855;827;2
12593;856;103;1
12594;856;827;2
12595;857;103;1
12596;857;827;2
12597;858;103;1
12598;858;827;2
12599;859;103;1
12600;859;827;2
12601;859;857;3
12602;860;103;1
12603;860;827;2
12604;860;857;3
12605;861;103;1
12606;861;827;2
12607;861;857;3
12608;862;103;1
12609;862;827;2
12610;862;857;3
12611;863;103;1
12612;863;827;2
12613;863;857;3
12614;864;103;1
12615;864;828;2
12616;865;103;1
12617;865;828;2
12618;866;103;1
12619;866;828;2
12620;867;103;1
12621;867;828;2
12622;868;103;1
12623;868;828;2
12624;869;103;1
12625;869;828;2
12626;870;103;1
12627;870;828;2
12628;871;103;1
12629;871;828;2
12630;872;103;1
12631;872;828;2
12632;873;103;1
12633;873;828;2
12634;874;103;1
12635;874;828;2
12636;875;103;1
12637;875;828;2
12638;876;103;1
12639;876;828;2
12640;877;103;1
12641;877;829;2
12642;878;103;1
12643;878;829;2
12644;879;103;1
12645;879;829;2
12646;880;103;1
12647;880;829;2
12648;881;103;1
12649;881;829;2
12650;882;103;1
12651;882;829;2
12652;883;103;1
12653;883;829;2
12654;884;103;1
12655;884;829;2
12656;885;103;1
12657;885;829;2
12658;886;103;1
12659;886;829;2
12660;887;103;1
12661;887;829;2
12662;888;103;1
12663;888;829;2
12664;889;103;1
12665;889;829;2
12666;890;103;1
12667;890;829;2
12668;890;886;3
12669;891;103;1
12670;891;829;2
12671;891;886;3
12672;892;103;1
12673;892;829;2
12674;892;886;3
12675;893;103;1
12676;893;829;2
12677;893;886;3
12678;894;103;1
12679;894;829;2
12680;894;886;3
12681;895;103;1
12682;895;831;2
12683;896;103;1
12684;896;831;2
12685;897;103;1
12686;897;831;2
12687;898;103;1
12688;898;831;2
12689;899;103;1
12690;899;831;2
12691;900;103;1
12692;900;832;2
12693;901;103;1
12694;901;832;2
12695;902;103;1
12696;902;832;2
12697;903;103;1
12698;903;832;2
12699;904;103;1
12700;904;832;2
12701;905;103;1
12702;905;833;2
12703;906;103;1
12704;906;833;2
12705;907;103;1
12706;907;833;2
12707;911;102;1
12708;912;102;1
12709;913;102;1
12710;914;102;1
12711;915;102;1
12712;916;102;1
12713;917;102;1
12714;917;911;2
12715;918;102;1
12716;918;911;2
12717;919;102;1
12718;919;911;2
12719;920;102;1
12720;920;911;2
12721;921;102;1
12722;921;911;2
12723;922;102;1
12724;922;911;2
12725;923;102;1
12726;923;911;2
12727;924;102;1
12728;924;911;2
12729;925;102;1
12730;925;911;2
12731;926;102;1
12732;926;911;2
12733;927;102;1
12734;927;911;2
12735;928;102;1
12736;928;911;2
12737;930;102;1
12738;930;913;2
12739;931;102;1
12740;931;913;2
12741;932;102;1
12742;932;913;2
12743;933;102;1
12744;933;913;2
12745;934;102;1
12746;934;914;2
12747;935;102;1
12748;935;914;2
12749;936;102;1
12750;936;914;2
12751;937;102;1
12752;937;914;2
12753;938;102;1
12754;938;914;2
12755;939;102;1
12756;939;914;2
12757;940;102;1
12758;940;914;2
12759;941;102;1
12760;941;914;2
12761;943;102;1
12762;943;915;2
12763;944;102;1
12764;944;915;2
12765;945;102;1
12766;945;915;2
12767;946;102;1
12768;946;915;2
12769;947;102;1
12770;947;915;2
12771;948;108;1
12772;949;108;1
12773;950;108;1
12774;950;948;2
12775;951;108;1
12776;951;948;2
12777;952;108;1
12778;952;948;2
12779;953;108;1
12780;953;948;2
12781;954;108;1
12782;954;948;2
12783;955;108;1
12784;955;948;2
12785;956;108;1
12786;956;948;2
12787;957;108;1
12788;957;948;2
12789;958;108;1
12790;958;948;2
12791;959;108;1
12792;959;948;2
12793;960;108;1
12794;960;948;2
12795;961;108;1
12796;961;948;2
12797;962;108;1
12798;962;948;2
12799;963;108;1
12800;963;948;2
12801;964;108;1
12802;964;948;2
12803;965;108;1
12804;965;948;2
12805;966;108;1
12806;966;948;2
12807;967;108;1
12808;967;948;2
12809;968;108;1
12810;968;948;2
12811;969;108;1
12812;969;948;2
12813;970;108;1
12814;970;948;2
12815;971;108;1
12816;971;948;2
12817;972;108;1
12818;972;949;2
12819;973;108;1
12820;973;949;2
12821;974;108;1
12822;974;949;2
12823;975;108;1
12824;975;949;2
12825;976;108;1
12826;976;949;2
12827;977;108;1
12828;977;949;2
12829;978;108;1
12830;978;949;2
12831;979;108;1
12832;979;949;2
12833;980;108;1
12834;980;949;2
12835;981;108;1
12836;981;949;2
12837;982;108;1
12838;982;949;2
12839;983;108;1
12840;983;949;2
12841;984;108;1
12842;984;949;2
12843;985;108;1
12844;985;949;2
12845;986;108;1
12846;986;949;2
12847;987;108;1
12848;987;949;2
12849;988;108;1
12850;988;949;2
12851;989;108;1
12852;989;949;2
12853;990;108;1
12854;990;949;2
12855;991;107;1
12856;992;107;1
12857;993;107;1
12858;994;107;1
12859;995;107;1
12860;996;107;1
12861;997;107;1
12862;998;107;1
12863;999;107;1
12864;1000;107;1
12865;1001;107;1
12866;1002;107;1
12867;1003;107;1
12868;1004;107;1
12869;1005;107;1
12870;1006;107;1
12871;1006;992;2
12872;1007;107;1
12873;1007;992;2
12874;1008;107;1
12875;1008;998;2
12876;1009;107;1
12877;1009;998;2
12878;1010;107;1
12879;1010;998;2
12880;1011;107;1
12881;1011;1002;2
12882;1012;107;1
12883;1012;1002;2
12884;1013;107;1
12885;1013;1002;2
12886;1014;107;1
12887;1014;1002;2
12888;1015;107;1
12889;1015;1003;2
12890;1016;107;1
12891;1016;1003;2
12892;1017;107;1
12893;1017;1003;2
12894;1018;107;1
12895;1018;1003;2
12896;1019;107;1
12897;1019;1004;2
12898;1020;107;1
12899;1020;1004;2
12900;1021;107;1
12901;1021;1004;2
12902;1022;107;1
12903;1022;1005;2
12904;1023;107;1
12905;1023;1005;2
12906;1024;107;1
12907;1024;1005;2
12908;1025;107;1
12909;1025;1005;2
12910;1026;107;1
12911;1026;1005;2
12912;1027;107;1
12913;1027;1005;2
12914;1028;107;1
12915;1028;1005;2
12916;1029;107;1
12917;1029;1005;2
12918;1030;107;1
12919;1030;1005;2
12920;1031;112;1
12921;1032;112;1
12922;1033;112;1
12923;1034;112;1
12924;1035;112;1
12925;1036;112;1
12926;1037;112;1
12927;1038;112;1
12928;1039;112;1
12929;1040;112;1
12930;1041;112;1
12931;1042;112;1
12932;1043;112;1
12933;1044;112;1
12934;1045;112;1
12935;1046;112;1
12936;1047;112;1
12937;1048;112;1
12938;1048;1031;2
12939;1049;112;1
12940;1049;1031;2
12941;1050;112;1
12942;1050;1031;2
12943;1051;112;1
12944;1051;1031;2
12945;1052;112;1
12946;1052;1031;2
12947;1053;112;1
12948;1053;1031;2
12949;1054;112;1
12950;1054;1032;2
12951;1055;112;1
12952;1055;1032;2
12953;1056;112;1
12954;1056;1032;2
12955;1057;112;1
12956;1057;1032;2
12957;1058;112;1
12958;1058;1032;2
